trade_date,daily_return_portfolio,cumulative_return_portfolio,daily_return_market,cumulative_return_market
2023-04-03,,,,
2023-04-04,0.0,0.0,-0.0015785319652722452,-0.0015785319652722452
2023-04-06,0.0,0.0,-0.005533596837944632,-0.00710339384372527
2023-04-07,0.0,0.0,0.0031796502384737746,-0.003946329913180668
2023-04-10,0.0,0.0,0.004754358161648264,0.0007892659826362891
2023-04-11,0.0,0.0,-0.01104100946372244,-0.010260457774269871
2023-04-12,0.0,0.0,-0.004784688995215225,-0.014996053670086718
2023-04-13,0.0,0.0,0.0064102564102563875,-0.008681925808997515
2023-04-14,0.0,0.0,0.010350318471337605,0.0015785319652723562
2023-04-17,0.0,0.0,0.01891252955082745,0.020520915548539964
2023-04-18,0.0,0.0,0.005413766434648082,0.026045777426992878
2023-04-19,0.0,0.0,-0.011538461538461608,0.01420678768745054
2023-04-20,0.0,0.0,-0.0077821011673151474,0.006314127861088981
2023-04-21,0.0,0.0,-0.019607843137254943,-0.013417521704814805
2023-04-24,0.0,0.0,-0.03200000000000003,-0.04498816101026071
2023-04-25,0.0,0.0,0.014876033057851235,-0.030781373322810057
2023-04-26,0.0,0.0,-0.013029315960912058,-0.04340962904498846
2023-04-27,0.0,0.0,0.011551155115511635,-0.0323599052880823
2023-04-28,0.0,0.0,0.023654159869494373,-0.009471191791633915
2023-05-04,,,0.014342629482071656,0.0047355958958166244
2023-05-05,0.0,0.0,0.014139827179890041,0.018942383583267386
2023-05-08,0.0,0.0,0.031758326878388754,0.051302288871349466
2023-05-09,0.0,0.0,-0.012012012012012074,0.03867403314917106
2023-05-10,0.0,0.0,-0.024316109422492405,0.01341752170481425
2023-05-11,0.0,0.0,0.0007788161993769194,0.014206787687450317
2023-05-12,0.0,0.0,-0.01789883268482495,-0.0039463299131811125
2023-05-15,0.0,0.0,0.016640253565768592,0.012628255722177961
2023-05-16,0.0,0.0,-0.016367887763055422,-0.0039463299131812235
2023-05-17,0.0,0.0,-0.010301109350237647,-0.014206787687451095
2023-05-18,0.0,0.0,0.0,-0.014206787687451095
2023-05-19,0.0,0.0,-0.012009607686148893,-0.026045777426993322
2023-05-22,0.0,0.0,0.0032414910858995505,-0.02288871349644872
2023-05-23,0.0,0.0,-0.013731825525040375,-0.03630623520126319
2023-05-24,0.0,0.0,-0.016380016380016515,-0.05209155485398631
2023-05-25,0.0,0.0,-0.006661115736885881,-0.0584056827150754
2023-05-26,0.0,0.0,0.014249790444258226,-0.04498816101026082
2023-05-29,0.0,0.0,-0.009917355371900749,-0.05445935280189451
2023-05-30,0.0,0.0,-0.009181969949916602,-0.06314127861089225
2023-05-31,0.0,0.0,-0.022746419545071617,-0.08445146014206828
2023-06-01,0.0,0.0,-0.0008620689655172153,-0.08524072612470446
2023-06-02,0.0,0.0,0.029335634167385605,-0.05840568271507551
2023-06-05,0.19999999999999996,0.19999999999999996,-0.0016764459346185756,-0.05998421468034776
2023-06-06,0.0,0.19999999999999996,-0.005877413937867337,-0.06550907655880078
2023-06-07,0.0,0.19999999999999996,0.008445945945945832,-0.057616416732439446
2023-06-08,0.16666666666666674,0.40000000000000013,0.015075376884422065,-0.043409629044988796
2023-06-09,0.0,0.40000000000000013,-0.01980198019801971,-0.06235201262825629
2023-06-12,0.0,0.40000000000000013,-0.00757575757575768,-0.06945540647198167
2023-06-13,0.0,0.40000000000000013,-0.0016963528413910245,-0.07103393843725403
2023-06-14,0.0,0.40000000000000013,-0.02548853016142727,-0.09471191791633837
2023-06-15,0.0,0.40000000000000013,0.012205754141237923,-0.08366219415943243
2023-06-16,0.0,0.40000000000000013,0.0017226528854437095,-0.08208366219416008
2023-06-19,0.0,0.40000000000000013,-0.015477214101461856,-0.09629044988161084
2023-06-20,0.0,0.40000000000000013,-0.007860262008733576,-0.10339384372533611
2023-06-21,0.0,0.40000000000000013,-0.0008802816901408717,-0.10418310970797229
2023-06-26,0.0,0.40000000000000013,-0.0149779735682819,-0.11760063141278676
2023-06-27,0.0,0.40000000000000013,0.008944543828264706,-0.10970797158642531
2023-06-28,0.0,0.40000000000000013,0.0017730496453902678,-0.10812943962115285
2023-06-29,0.0,0.40000000000000013,-0.010619469026548756,-0.11760063141278665
2023-06-30,0.0,0.40000000000000013,0.004472271914132353,-0.11365430149960598
2023-07-03,0.0,0.40000000000000013,0.02315227070347281,-0.09313338595106613
2023-07-04,0.0,0.40000000000000013,-0.007832898172323799,-0.10023677979479151
2023-07-05,0.0,0.40000000000000013,-0.0052631578947368585,-0.10497237569060835
2023-07-06,0.0,0.40000000000000013,-0.008818342151675429,-0.1128650355169698
2023-07-07,0.0,0.40000000000000013,-0.003558718861210064,-0.11602209944751452
2023-07-10,0.0,0.40000000000000013,0.0,-0.11602209944751452
2023-07-11,0.0,0.40000000000000013,0.0008928571428572507,-0.11523283346487823
2023-07-12,0.0,0.40000000000000013,0.00267618198037467,-0.1128650355169698
2023-07-13,0.0,0.40000000000000013,0.01690391459074725,-0.09786898184688309
2023-07-14,0.0,0.40000000000000013,0.002624671916010568,-0.09550118389897455
2023-07-17,0.0,0.40000000000000013,-0.01308900523560208,-0.10734017363851678
2023-07-18,0.0,0.40000000000000013,-0.0053050397877985045,-0.11207576953433374
2023-07-19,0.0,0.40000000000000013,0.005333333333333412,-0.10734017363851678
2023-07-20,0.1428571428571428,0.6000000000000001,0.0008841732979663064,-0.10655090765588071
2023-07-21,0.0,0.6000000000000001,0.0017667844522968323,-0.10497237569060835
2023-07-24,0.0,0.6000000000000001,-0.007054673721340388,-0.11128650355169756
2023-07-25,0.0,0.6000000000000001,0.04085257548845478,-0.0749802683504347
2023-07-26,0.0,0.6000000000000001,-0.004266211604095571,-0.07892659826361548
2023-07-27,0.0,0.6000000000000001,0.006855184233076184,-0.07261247040252639
2023-07-28,0.125,0.8,0.04340425531914893,-0.03235990528808286
2023-07-31,0.0,0.8,0.004893964110929794,-0.02762430939226601
2023-08-01,0.0,0.8,-0.012987012987012991,-0.040252565114444416
2023-08-02,0.0,0.8,-0.010690789473684292,-0.0505130228887144
2023-08-03,0.0,0.8,0.02493765586034913,-0.026835043409629944
2023-08-04,0.0,0.8,-0.0024330900243308973,-0.029202841357538367
2023-08-07,0.0,0.8,-0.011382113821138296,-0.04025256511444453
2023-08-08,0.0,0.8,-0.004934210526315819,-0.044988161010261485
2023-08-09,0.0,0.8,0.005785123966942196,-0.03946329913180846
2023-08-10,0.0,0.8,-0.0008216926869351049,-0.04025256511444464
2023-08-11,0.0,0.8,-0.022203947368421018,-0.06156274664562056
2023-08-14,0.0,0.8,-0.01850294365012617,-0.07892659826361581
2023-08-15,0.0,0.8,0.005141388174807249,-0.07419100236779885
2023-08-16,0.0,0.8,0.0,-0.07419100236779885
2023-08-17,0.0,0.8,-0.013640238704177299,-0.08681925808997715
2023-08-18,0.0,0.8,-0.0008643042350907626,-0.08760852407261333
2023-08-21,0.11111111111111116,1.0,-0.02076124567474047,-0.10655090765588082
2023-08-22,0.0,1.0,0.004416961130741859,-0.10260457774270026
2023-08-23,0.0,1.0,-0.01055408970976246,-0.11207576953433396
2023-08-24,0.0,1.0,-0.010666666666666602,-0.12154696132596765
2023-08-25,0.0,1.0,0.008984725965857976,-0.1136543014996062
2023-08-28,0.0,1.0,0.02582368655387346,-0.09076558800315804
2023-08-29,0.0,1.0,-0.01822916666666663,-0.10734017363851711
2023-08-30,0.0,1.0,-0.01591511936339518,-0.12154696132596776
2023-08-31,0.0,1.0,0.0,-0.12154696132596776
2023-09-01,0.0,1.0,0.017070979335130243,-0.10655090765588104
2023-09-04,0.0,1.0,0.021201413427561766,-0.08760852407261355
2023-09-05,0.0,1.0,-0.014705882352941124,-0.10102604577742802
2023-09-06,0.0,1.0,0.0035118525021948788,-0.09786898184688342
2023-09-07,0.0,1.0,-0.008748906386701671,-0.10576164167324487
2023-09-08,0.0,1.0,-0.005295675198587868,-0.11049723756906182
2023-09-11,0.0,1.0,0.006211180124223725,-0.10497237569060869
2023-09-12,0.0,1.0,-0.005291005291005346,-0.10970797158642565
2023-09-13,0.0,1.0,-0.0026595744680850686,-0.11207576953433407
2023-09-14,0.0,1.0,0.003555555555555534,-0.10891870560378947
2023-09-15,0.0,1.0,-0.006200177147918429,-0.11444356748224238
2023-09-18,0.0,1.0,0.0008912655971480277,-0.1136543014996062
2023-09-19,0.0,1.0,-0.0017809439002670624,-0.11523283346487845
2023-09-20,0.0,1.0,-0.00535236396074934,-0.1199684293606953
2023-09-21,0.0,1.0,-0.008968609865470767,-0.12786108918705674
2023-09-22,0.0,1.0,0.017194570135746545,-0.11286503551697002
2023-09-25,0.0,1.0,-0.001779359430604921,-0.11444356748224227
2023-09-26,0.0,1.0,-0.005347593582887722,-0.11917916337805923
2023-09-27,0.0,1.0,0.0008960573476701761,-0.11838989739542316
2023-09-28,0.0,1.0,0.0026857654431511335,-0.11602209944751485
2023-10-09,0.0,1.0,-0.008035714285714257,-0.12312549329124012
2023-10-10,0.0,1.0,-0.008100810081008047,-0.1302288871349654
2023-10-11,0.0,1.0,-0.003629764065335661,-0.13338595106550988
2023-10-12,0.0,1.0,0.011839708561020013,-0.12312549329124
2023-10-13,0.0,1.0,-0.009900990099009799,-0.13180741910023752
2023-10-16,0.0,1.0,0.0009090909090909705,-0.13101815311760134
2023-10-17,0.0,1.0,0.0009082652134422275,-0.13022888713496528
2023-10-18,0.0,1.0,-0.006352087114337546,-0.1357537490134183
2023-10-19,0.0,1.0,-0.031963470319634646,-0.16337805840568342
2023-10-20,0.0,1.0,0.0,-0.16337805840568342
2023-10-23,0.0,1.0,-0.009433962264150941,-0.17127071823204487
2023-10-24,0.0,1.0,0.004761904761904745,-0.1673243883188641
2023-10-25,0.0,1.0,-0.016113744075829328,-0.18074191002367856
2023-10-26,0.0,1.0,0.0028901734104045396,-0.17837411207577014
2023-10-27,0.0,1.0,0.003842459173871271,-0.17521704814522554
2023-10-30,0.0,1.0,0.0,-0.17521704814522554
2023-10-31,0.0,1.0,0.000956937799043267,-0.17442778216258925
2023-11-01,0.0,1.0,0.0019120458891013214,-0.172849250197317
2023-11-02,0.0,1.0,0.0,-0.172849250197317
2023-11-03,0.0,1.0,0.0,-0.172849250197317
2023-11-06,0.0,1.0,0.020038167938931206,-0.15627466456195793
2023-11-07,0.0,1.0,-0.008419083255378879,-0.1633780584056833
2023-11-08,0.0,1.0,-0.009433962264150941,-0.17127071823204476
2023-11-09,0.0,1.0,-0.0009523809523809268,-0.17205998421468094
2023-11-10,0.0,1.0,-0.018112488083889322,-0.18705603788476766
2023-11-13,0.0,1.0,-0.004854368932038944,-0.19100236779794844
2023-11-14,0.0,1.0,0.0019512195121951237,-0.1894238358326762
2023-11-15,0.0,1.0,0.009737098344693162,-0.18153117600631485
2023-11-16,0.0,1.0,-0.012536162005785778,-0.1917916337805846
2023-11-17,0.0,1.0,-0.0087890625,-0.19889502762431
2023-11-20,0.0,1.0,0.003940886699507207,-0.1957379636937655
2023-11-21,0.0,1.0,0.008832188420019538,-0.18863456985004023
2023-11-22,0.0,1.0,-0.011673151750972721,-0.19810576164167393
2023-11-23,0.0,1.0,-0.0009842519685039353,-0.1988950276243101
2023-11-24,0.0,1.0,-0.0049261083743843415,-0.20284135753749089
2023-11-27,0.0,1.0,-0.008910891089108919,-0.20994475138121627
2023-11-28,0.0,1.0,-0.005994005994006013,-0.2146803472770331
2023-11-29,0.0,1.0,-0.02311557788944707,-0.23283346487766443
2023-11-30,0.0,1.0,-0.004115226337448652,-0.23599052880820914
2023-12-01,0.0,1.0,-0.0020661157024792765,-0.2375690607734814
2023-12-04,0.0,1.0,-0.0031055900621117516,-0.2399368587213898
2023-12-05,0.0,1.0,-0.015576323987538943,-0.25177584846093204
2023-12-06,0.0,1.0,0.002109704641350074,-0.2501973164956598
2023-12-07,0.0,1.0,-0.006315789473684275,-0.25493291239147675
2023-12-08,0.0,1.0,-0.01483050847457612,-0.2659826361483827
2023-12-11,0.0,1.0,0.005376344086021501,-0.2620363062352019
2023-12-12,0.0,1.0,0.007486631016042855,-0.2565114443567488
2023-12-13,0.0,1.0,-0.027600849256900206,-0.2770323599052886
2023-12-14,0.0,1.0,-0.0010917030567685337,-0.2778216258879248
2023-12-15,0.0,1.0,0.006557377049180468,-0.27308602999210785
2023-12-18,0.0,1.0,-0.008686210640608039,-0.27940015785319705
2023-12-19,0.0,1.0,-0.0032858707557503752,-0.2817679558011056
2023-12-20,0.0,1.0,-0.007692307692307776,-0.2872928176795587
2023-12-21,0.0,1.0,0.015503875968992276,-0.27624309392265267
2023-12-22,0.0,1.0,0.0032715376226826187,-0.27387529597474425
2023-12-25,0.0,1.0,-0.0010869565217390686,-0.2746645619573803
2023-12-26,0.0,1.0,-0.009793253536452662,-0.2817679558011057
2023-12-27,0.0,1.0,0.00219780219780219,-0.28018942383583345
2023-12-28,0.0,1.0,0.03618421052631571,-0.2541436464088407
2023-12-29,0.0,1.0,-0.006349206349206216,-0.2588792423046574
2024-01-02,0.0,1.0,-0.019169329073482344,-0.27308602999210796
2024-01-03,0.0,1.0,-0.0010857763300762269,-0.27387529597474425
2024-01-04,0.0,1.0,-0.009782608695652173,-0.28097868981846963
2024-01-05,0.0,1.0,0.01756311745334793,-0.26835043409629133
2024-01-08,0.0,1.0,-0.012944983818770184,-0.27782162588792503
2024-01-09,0.0,1.0,0.003278688524590123,-0.2754538279400166
2024-01-10,0.0,1.0,-0.009803921568627416,-0.2825572217837419
2024-01-11,0.0,1.0,0.008800880088008833,-0.27624309392265267
2024-01-12,0.0,1.0,0.0021810250817884125,-0.2746645619573804
2024-01-15,0.0,1.0,0.0021762785636563198,-0.27308602999210796
2024-01-16,0.0,1.0,0.01411509229098784,-0.2628255722178382
2024-01-17,0.0,1.0,-0.011777301927194839,-0.2715074980268358
2024-01-18,0.0,1.0,-0.003250270855904791,-0.27387529597474436
2024-01-19,0.0,1.0,-0.003260869565217317,-0.2762430939226528
2024-01-22,0.0,1.0,-0.007633587786259555,-0.2817679558011058
2024-01-23,0.0,1.0,0.00659340659340657,-0.27703235990528896
2024-01-24,0.0,1.0,0.018558951965065518,-0.2636148382004745
2024-01-25,0.0,1.0,0.018220793140407254,-0.25019731649566
2024-01-26,0.0,1.0,0.012631578947368327,-0.24072612470402632
2024-01-29,0.0,1.0,0.008316008316008316,-0.23441199684293712
2024-01-30,0.0,1.0,-0.020618556701030855,-0.25019731649566
2024-01-31,0.0,1.0,-0.004210526315789331,-0.2533543804262045
2024-02-01,0.0,1.0,-0.005285412262156508,-0.2573007103393853
2024-02-02,0.0,1.0,-0.014877789585547307,-0.26835043409629133
2024-02-05,0.0,1.0,0.011866235167206085,-0.2596685082872937
2024-02-06,0.0,1.0,0.03198294243070343,-0.23599052880820948
2024-02-07,0.0,1.0,-0.00723140495867769,-0.2415153906866625
2024-02-08,0.0,1.0,0.00624349635796051,-0.23677979479084554
2024-02-19,0.0,1.0,0.014477766287487093,-0.2257300710339395
2024-02-20,0.0,1.0,0.0010193679918450993,-0.22494080505130332
2024-02-21,0.0,1.0,0.0997963340122201,-0.14759273875296075
2024-02-22,0.0,1.0,0.0092592592592593,-0.1397000789265992
2024-02-23,0.0,1.0,-0.004587155963302836,-0.14364640883977997
2024-02-26,0.0,1.0,-0.029493087557603714,-0.16890292028413667
2024-02-27,0.0,1.0,-0.002849002849002802,-0.1712707182320451
2024-02-28,0.0,1.0,-0.0009523809523809268,-0.17205998421468127
2024-02-29,0.0,1.0,0.009532888465204836,-0.16416732438831994
2024-03-01,0.0,1.0,-0.009442870632672351,-0.17205998421468138
2024-03-04,0.0,1.0,-0.015252621544327938,-0.1846882399368598
2024-03-05,0.0,1.0,0.00968054211035807,-0.17679558011049845
2024-03-06,0.0,1.0,-0.009587727708533,-0.1846882399368599
2024-03-07,0.0,1.0,0.004840271055179146,-0.18074191002367912
2024-03-08,0.0,1.0,0.0,-0.18074191002367912
2024-03-11,0.0,1.0,0.00867052023121384,-0.17363851617995385
2024-03-12,0.0,1.0,0.008595988538681931,-0.16653512233622858
2024-03-13,0.0,1.0,-0.021780303030303094,-0.18468823993686
2024-03-14,0.0,1.0,-0.009680542110358181,-0.19258089976322146
2024-03-15,0.0,1.0,0.03616813294232646,-0.1633780584056841
2024-03-18,0.0,1.0,-0.005660377358490565,-0.16811365430150094
2024-03-19,0.0,1.0,-0.013282732447817747,-0.17916337805840687
2024-03-20,0.0,1.0,0.004807692307692291,-0.1752170481452262
2024-03-21,0.0,1.0,0.001913875598086312,-0.17363851617995374
2024-03-22,0.0,1.0,-0.010506208213944768,-0.18232044198895148
2024-03-25,0.0,1.0,0.0038610038610038533,-0.17916337805840687
2024-03-26,0.0,1.0,0.019230769230769162,-0.16337805840568398
2024-03-27,0.0,1.0,-0.006603773584905714,-0.168902920284137
2024-03-28,0.0,1.0,-0.003798670465337106,-0.1720599842146816
2024-03-29,0.0,1.0,0.0028598665395613843,-0.1696921862667733
2024-04-01,0.0,1.0,0.011406844106463865,-0.1602209944751395
2024-04-02,0.0,1.0,-0.008458646616541388,-0.16732438831886487
2024-04-03,0.0,1.0,-0.008530805687203769,-0.17442778216259014
2024-04-08,0.0,1.0,-0.002868068833652093,-0.17679558011049867
2024-04-09,0.0,1.0,-0.0028763183125598557,-0.1791633780584071
2024-04-10,0.0,1.0,-0.011538461538461608,-0.1886345698500409
2024-04-11,0.0,1.0,-0.0029182879377431803,-0.19100236779794932
2024-04-12,0.0,1.0,-0.018536585365853564,-0.20599842146803604
2024-04-15,0.0,1.0,0.022862823061630122,-0.18784530386740472
2024-04-16,0.0,1.0,-0.0009718172983479434,-0.1886345698500409
2024-04-17,0.0,1.0,0.03307392996108938,-0.16179952644041196
2024-04-18,0.0,1.0,0.016949152542373058,-0.1475927387529612
2024-04-19,0.0,1.0,-0.010185185185185297,-0.15627466456195893
2024-04-22,0.0,1.0,-0.017773620205799756,-0.17127071823204565
2024-04-23,0.0,1.0,0.003809523809523707,-0.16811365430150116
2024-04-24,0.0,1.0,-0.000948766603415585,-0.16890292028413734
2024-04-25,0.0,1.0,0.007597340930674212,-0.16258879242304825
2024-04-26,0.0,1.0,-0.0009425070688029447,-0.1633780584056843
2024-04-29,0.0,1.0,0.019811320754717032,-0.14680347277032524
2024-04-30,-0.09999999999999998,0.8,-0.0018501387604071828,-0.1483820047355977
2024-05-06,0.11111111111111116,1.0,0.009267840593141896,-0.14048934490923615
2024-05-07,0.0,1.0,-0.0009182736455463081,-0.14127861089187221
2024-05-08,0.0,1.0,-0.01378676470588236,-0.15311760063141444
2024-05-09,0.0,1.0,0.002795899347623365,-0.15074980268350613
2024-05-10,0.0,1.0,0.016728624535315983,-0.13654301499605548
2024-05-13,0.0,1.0,0.002742230347349217,-0.13417521704814706
2024-05-14,0.0,1.0,-0.005469462169553352,-0.1389108129439639
2024-05-15,0.0,1.0,-0.007332722273143966,-0.1452249408050531
